pokemon_id,url_page,pokemon_name,peso,altura,tipo 1,tipo 2,evolucao 1,evolucao 2,evolucao 3,evolucao 4,evolucao 5,evolucao 6,evolucao 7,evolucao 8,evolucao 9,abilidade 1,abilidade 2,abilidade 3,abilidade 4,abilidade 5,abilidade 6
880,https://pokemondb.net/pokedex/dracozolt,Dracozolt,190.0 kg ,1.8 m ,Electric,Dragon,,,,,,,,,,Sand Rush,Hustle,Volt Absorb,,,
879,https://pokemondb.net/pokedex/copperajah,Copperajah,650.0 kg ,3.0 m ,Steel,,#0879-Copperajah-https://pokemondb.net/pokedex/copperajah,#0878-Cufant-https://pokemondb.net/pokedex/cufant,,,,,,,,Heavy Metal,Sheer Force,,,,
878,https://pokemondb.net/pokedex/cufant,Cufant,100.0 kg ,1.2 m ,Steel,,#0879-Copperajah-https://pokemondb.net/pokedex/copperajah,#0878-Cufant-https://pokemondb.net/pokedex/cufant,,,,,,,,Heavy Metal,Sheer Force,,,,
868,https://pokemondb.net/pokedex/milcery,Milcery,0.3 kg ,0.2 m ,Fairy,,#0869-Alcremie-https://pokemondb.net/pokedex/alcremie,#0868-Milcery-https://pokemondb.net/pokedex/milcery,,,,,,,,Aroma Veil,Sweet Veil,,,,
862,https://pokemondb.net/pokedex/obstagoon,Obstagoon,46.0 kg ,1.6 m ,Dark,Normal,#0862-Obstagoon-https://pokemondb.net/pokedex/obstagoon,#0264-Linoone-https://pokemondb.net/pokedex/linoone,#0263-Zigzagoon-https://pokemondb.net/pokedex/zigzagoon,,,,,,,Defiant,Guts,Reckless,,,
865,https://pokemondb.net/pokedex/sirfetchd,Sirfetch'd,117.0 kg ,0.8 m ,Fighting,,#0865-Sirfetch'd-https://pokemondb.net/pokedex/sirfetchd,#0083-Farfetch'd-https://pokemondb.net/pokedex/farfetchd,,,,,,,,Scrappy,Steadfast,,,,
867,https://pokemondb.net/pokedex/runerigus,Runerigus,66.6 kg ,1.6 m ,Ground,Ghost,#0867-Runerigus-https://pokemondb.net/pokedex/runerigus,#0562-Yamask-https://pokemondb.net/pokedex/yamask,#0563-Cofagrigus-https://pokemondb.net/pokedex/cofagrigus,,,,,,,Wandering Spirit,,,,,
866,https://pokemondb.net/pokedex/mr-rime,Mr. Rime,58.2 kg ,1.5 m ,Ice,Psychic,#0866-Mr. Rime-https://pokemondb.net/pokedex/mr-rime,#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime,#0439-Mime Jr.-https://pokemondb.net/pokedex/mime-jr,,,,,,,Ice Body,Screen Cleaner,Tangled Feet,,,
863,https://pokemondb.net/pokedex/perrserker,Perrserker,28.0 kg ,0.8 m ,Steel,,#0863-Perrserker-https://pokemondb.net/pokedex/perrserker,#0052-Meowth-https://pokemondb.net/pokedex/meowth,#0053-Persian-https://pokemondb.net/pokedex/persian,,,,,,,Steely Spirit,Tough Claws,Battle Armor,,,
864,https://pokemondb.net/pokedex/cursola,Cursola,0.4 kg ,1.0 m ,Ghost,,#0864-Cursola-https://pokemondb.net/pokedex/cursola,#0222-Corsola-https://pokemondb.net/pokedex/corsola,,,,,,,,Perish Body,Weak Armor,,,,
860,https://pokemondb.net/pokedex/morgrem,Morgrem,12.5 kg ,0.8 m ,Dark,Fairy,#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl,#0860-Morgrem-https://pokemondb.net/pokedex/morgrem,#0859-Impidimp-https://pokemondb.net/pokedex/impidimp,,,,,,,Pickpocket,Frisk,Prankster,,,
861,https://pokemondb.net/pokedex/grimmsnarl,Grimmsnarl,61.0 kg ,1.5 m ,Dark,Fairy,#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl,#0860-Morgrem-https://pokemondb.net/pokedex/morgrem,#0859-Impidimp-https://pokemondb.net/pokedex/impidimp,,,,,,,Pickpocket,Frisk,Prankster,,,
858,https://pokemondb.net/pokedex/hatterene,Hatterene,5.1 kg ,2.1 m ,Psychic,Fairy,#0858-Hatterene-https://pokemondb.net/pokedex/hatterene,#0857-Hattrem-https://pokemondb.net/pokedex/hattrem,#0856-Hatenna-https://pokemondb.net/pokedex/hatenna,,,,,,,Magic Bounce,Anticipation,Healer,,,
854,https://pokemondb.net/pokedex/sinistea,Sinistea,0.2 kg ,0.1 m ,Ghost,,#0855-Polteageist-https://pokemondb.net/pokedex/polteageist,#0854-Sinistea-https://pokemondb.net/pokedex/sinistea,,,,,,,,Cursed Body,Weak Armor,,,,
857,https://pokemondb.net/pokedex/hattrem,Hattrem,4.8 kg ,0.6 m ,Psychic,,#0858-Hatterene-https://pokemondb.net/pokedex/hatterene,#0857-Hattrem-https://pokemondb.net/pokedex/hattrem,#0856-Hatenna-https://pokemondb.net/pokedex/hatenna,,,,,,,Magic Bounce,Anticipation,Healer,,,
856,https://pokemondb.net/pokedex/hatenna,Hatenna,3.4 kg ,0.4 m ,Psychic,,#0858-Hatterene-https://pokemondb.net/pokedex/hatterene,#0857-Hattrem-https://pokemondb.net/pokedex/hattrem,#0856-Hatenna-https://pokemondb.net/pokedex/hatenna,,,,,,,Magic Bounce,Anticipation,Healer,,,
855,https://pokemondb.net/pokedex/polteageist,Polteageist,0.4 kg ,0.2 m ,Ghost,,#0855-Polteageist-https://pokemondb.net/pokedex/polteageist,#0854-Sinistea-https://pokemondb.net/pokedex/sinistea,,,,,,,,Cursed Body,Weak Armor,,,,
859,https://pokemondb.net/pokedex/impidimp,Impidimp,5.5 kg ,0.4 m ,Dark,Fairy,#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl,#0860-Morgrem-https://pokemondb.net/pokedex/morgrem,#0859-Impidimp-https://pokemondb.net/pokedex/impidimp,,,,,,,Pickpocket,Frisk,Prankster,,,
853,https://pokemondb.net/pokedex/grapploct,Grapploct,39.0 kg ,1.6 m ,Fighting,,#0853-Grapploct-https://pokemondb.net/pokedex/grapploct,#0852-Clobbopus-https://pokemondb.net/pokedex/clobbopus,,,,,,,,Technician,Limber,,,,
852,https://pokemondb.net/pokedex/clobbopus,Clobbopus,4.0 kg ,0.6 m ,Fighting,,#0853-Grapploct-https://pokemondb.net/pokedex/grapploct,#0852-Clobbopus-https://pokemondb.net/pokedex/clobbopus,,,,,,,,Technician,Limber,,,,
851,https://pokemondb.net/pokedex/centiskorch,Centiskorch,120.0 kg ,3.0 m ,Fire,Bug,#0851-Centiskorch-https://pokemondb.net/pokedex/centiskorch,#0850-Sizzlipede-https://pokemondb.net/pokedex/sizzlipede,,,,,,,,Flame Body,White Smoke,Flash Fire,,,
850,https://pokemondb.net/pokedex/sizzlipede,Sizzlipede,1.0 kg ,0.7 m ,Fire,Bug,#0851-Centiskorch-https://pokemondb.net/pokedex/centiskorch,#0850-Sizzlipede-https://pokemondb.net/pokedex/sizzlipede,,,,,,,,Flame Body,White Smoke,Flash Fire,,,
844,https://pokemondb.net/pokedex/sandaconda,Sandaconda,65.5 kg ,3.8 m ,Ground,,#0844-Sandaconda-https://pokemondb.net/pokedex/sandaconda,#0843-Silicobra-https://pokemondb.net/pokedex/silicobra,,,,,,,,Sand Veil,Shed Skin,Sand Spit,,,
848,https://pokemondb.net/pokedex/toxel,Toxel,11.0 kg ,0.4 m ,Electric,Poison,#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity,#0848-Toxel-https://pokemondb.net/pokedex/toxel,,,,,,,,Klutz,Static,Rattled,,,
843,https://pokemondb.net/pokedex/silicobra,Silicobra,7.6 kg ,2.2 m ,Ground,,#0844-Sandaconda-https://pokemondb.net/pokedex/sandaconda,#0843-Silicobra-https://pokemondb.net/pokedex/silicobra,,,,,,,,Sand Veil,Shed Skin,Sand Spit,,,
842,https://pokemondb.net/pokedex/appletun,Appletun,13.0 kg ,0.4 m ,Grass,Dragon,#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple,#1011-Dipplin-https://pokemondb.net/pokedex/dipplin,#0842-Appletun-https://pokemondb.net/pokedex/appletun,#0841-Flapple-https://pokemondb.net/pokedex/flapple,#0840-Applin-https://pokemondb.net/pokedex/applin,,,,,Thick Fat,Gluttony,Ripen,,,
846,https://pokemondb.net/pokedex/arrokuda,Arrokuda,1.0 kg ,0.5 m ,Water,,#0847-Barraskewda-https://pokemondb.net/pokedex/barraskewda,#0846-Arrokuda-https://pokemondb.net/pokedex/arrokuda,,,,,,,,Propeller Tail,Swift Swim,,,,
849,https://pokemondb.net/pokedex/toxtricity,Toxtricity,40.0 kg ,1.6 m ,Electric,Poison,#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity,#0848-Toxel-https://pokemondb.net/pokedex/toxel,,,,,,,,Technician,Minus,Punk Rock,Plus,,
845,https://pokemondb.net/pokedex/cramorant,Cramorant,18.0 kg ,0.8 m ,Flying,Water,,,,,,,,,,Gulp Missile,,,,,
839,https://pokemondb.net/pokedex/coalossal,Coalossal,310.5 kg ,2.8 m ,Rock,Fire,#0839-Coalossal-https://pokemondb.net/pokedex/coalossal,#0838-Carkol-https://pokemondb.net/pokedex/carkol,#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly,,,,,,,Flash Fire,Flame Body,Steam Engine,,,
838,https://pokemondb.net/pokedex/carkol,Carkol,78.0 kg ,1.1 m ,Rock,Fire,#0839-Coalossal-https://pokemondb.net/pokedex/coalossal,#0838-Carkol-https://pokemondb.net/pokedex/carkol,#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly,,,,,,,Flash Fire,Flame Body,Steam Engine,,,
835,https://pokemondb.net/pokedex/yamper,Yamper,13.5 kg ,0.3 m ,Electric,,#0836-Boltund-https://pokemondb.net/pokedex/boltund,#0835-Yamper-https://pokemondb.net/pokedex/yamper,,,,,,,,Rattled,Ball Fetch,,,,
834,https://pokemondb.net/pokedex/drednaw,Drednaw,115.5 kg ,1.0 m ,Water,Rock,#0834-Drednaw-https://pokemondb.net/pokedex/drednaw,#0833-Chewtle-https://pokemondb.net/pokedex/chewtle,,,,,,,,Swift Swim,Shell Armor,Strong Jaw,,,
837,https://pokemondb.net/pokedex/rolycoly,Rolycoly,12.0 kg ,0.3 m ,Rock,,#0839-Coalossal-https://pokemondb.net/pokedex/coalossal,#0838-Carkol-https://pokemondb.net/pokedex/carkol,#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly,,,,,,,Flash Fire,Heatproof,Steam Engine,,,
840,https://pokemondb.net/pokedex/applin,Applin,0.5 kg ,0.2 m ,Grass,Dragon,#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple,#1011-Dipplin-https://pokemondb.net/pokedex/dipplin,#0842-Appletun-https://pokemondb.net/pokedex/appletun,#0841-Flapple-https://pokemondb.net/pokedex/flapple,#0840-Applin-https://pokemondb.net/pokedex/applin,,,,,Bulletproof,Gluttony,Ripen,,,
841,https://pokemondb.net/pokedex/flapple,Flapple,1.0 kg ,0.3 m ,Grass,Dragon,#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple,#1011-Dipplin-https://pokemondb.net/pokedex/dipplin,#0842-Appletun-https://pokemondb.net/pokedex/appletun,#0841-Flapple-https://pokemondb.net/pokedex/flapple,#0840-Applin-https://pokemondb.net/pokedex/applin,,,,,Hustle,Gluttony,Ripen,,,
833,https://pokemondb.net/pokedex/chewtle,Chewtle,8.5 kg ,0.3 m ,Water,,#0834-Drednaw-https://pokemondb.net/pokedex/drednaw,#0833-Chewtle-https://pokemondb.net/pokedex/chewtle,,,,,,,,Swift Swim,Shell Armor,Strong Jaw,,,
836,https://pokemondb.net/pokedex/boltund,Boltund,34.0 kg ,1.0 m ,Electric,,#0836-Boltund-https://pokemondb.net/pokedex/boltund,#0835-Yamper-https://pokemondb.net/pokedex/yamper,,,,,,,,Competitive,Strong Jaw,,,,
829,https://pokemondb.net/pokedex/gossifleur,Gossifleur,2.2 kg ,0.4 m ,Grass,,#0830-Eldegoss-https://pokemondb.net/pokedex/eldegoss,#0829-Gossifleur-https://pokemondb.net/pokedex/gossifleur,,,,,,,,Effect Spore,Regenerator,Cotton Down,,,
830,https://pokemondb.net/pokedex/eldegoss,Eldegoss,2.5 kg ,0.5 m ,Grass,,#0830-Eldegoss-https://pokemondb.net/pokedex/eldegoss,#0829-Gossifleur-https://pokemondb.net/pokedex/gossifleur,,,,,,,,Effect Spore,Regenerator,Cotton Down,,,
832,https://pokemondb.net/pokedex/dubwool,Dubwool,43.0 kg ,1.3 m ,Normal,,#0832-Dubwool-https://pokemondb.net/pokedex/dubwool,#0831-Wooloo-https://pokemondb.net/pokedex/wooloo,,,,,,,,Bulletproof,Steadfast,Fluffy,,,
820,https://pokemondb.net/pokedex/greedent,Greedent,6.0 kg ,0.6 m ,Normal,,#0820-Greedent-https://pokemondb.net/pokedex/greedent,#0819-Skwovet-https://pokemondb.net/pokedex/skwovet,,,,,,,,Gluttony,Cheek Pouch,,,,
818,https://pokemondb.net/pokedex/inteleon,Inteleon,45.2 kg ,1.9 m ,Water,,#0818-Inteleon-https://pokemondb.net/pokedex/inteleon,#0817-Drizzile-https://pokemondb.net/pokedex/drizzile,#0816-Sobble-https://pokemondb.net/pokedex/sobble,,,,,,,Sniper,Torrent,,,,
816,https://pokemondb.net/pokedex/sobble,Sobble,4.0 kg ,0.3 m ,Water,,#0818-Inteleon-https://pokemondb.net/pokedex/inteleon,#0817-Drizzile-https://pokemondb.net/pokedex/drizzile,#0816-Sobble-https://pokemondb.net/pokedex/sobble,,,,,,,Sniper,Torrent,,,,
831,https://pokemondb.net/pokedex/wooloo,Wooloo,6.0 kg ,0.6 m ,Normal,,#0832-Dubwool-https://pokemondb.net/pokedex/dubwool,#0831-Wooloo-https://pokemondb.net/pokedex/wooloo,,,,,,,,Bulletproof,Run Away,Fluffy,,,
828,https://pokemondb.net/pokedex/thievul,Thievul,19.9 kg ,1.2 m ,Dark,,#0828-Thievul-https://pokemondb.net/pokedex/thievul,#0827-Nickit-https://pokemondb.net/pokedex/nickit,,,,,,,,Stakeout,Unburden,Run Away,,,
819,https://pokemondb.net/pokedex/skwovet,Skwovet,2.5 kg ,0.3 m ,Normal,,#0820-Greedent-https://pokemondb.net/pokedex/greedent,#0819-Skwovet-https://pokemondb.net/pokedex/skwovet,,,,,,,,Gluttony,Cheek Pouch,,,,
813,https://pokemondb.net/pokedex/scorbunny,Scorbunny,4.5 kg ,0.3 m ,Fire,,#0815-Cinderace-https://pokemondb.net/pokedex/cinderace,#0814-Raboot-https://pokemondb.net/pokedex/raboot,#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny,,,,,,,Libero,Blaze,,,,
815,https://pokemondb.net/pokedex/cinderace,Cinderace,33.0 kg ,1.4 m ,Fire,,#0815-Cinderace-https://pokemondb.net/pokedex/cinderace,#0814-Raboot-https://pokemondb.net/pokedex/raboot,#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny,,,,,,,Libero,Blaze,,,,
809,https://pokemondb.net/pokedex/melmetal,Melmetal,800.0 kg ,2.5 m ,Steel,,#0809-Melmetal-https://pokemondb.net/pokedex/melmetal,#0808-Meltan-https://pokemondb.net/pokedex/meltan,,,,,,,,Iron Fist,,,,,
814,https://pokemondb.net/pokedex/raboot,Raboot,9.0 kg ,0.6 m ,Fire,,#0815-Cinderace-https://pokemondb.net/pokedex/cinderace,#0814-Raboot-https://pokemondb.net/pokedex/raboot,#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny,,,,,,,Libero,Blaze,,,,
812,https://pokemondb.net/pokedex/rillaboom,Rillaboom,90.0 kg ,2.1 m ,Grass,,#0812-Rillaboom-https://pokemondb.net/pokedex/rillaboom,#0811-Thwackey-https://pokemondb.net/pokedex/thwackey,#0810-Grookey-https://pokemondb.net/pokedex/grookey,,,,,,,Grassy Surge,Overgrow,,,,
811,https://pokemondb.net/pokedex/thwackey,Thwackey,14.0 kg ,0.7 m ,Grass,,#0812-Rillaboom-https://pokemondb.net/pokedex/rillaboom,#0811-Thwackey-https://pokemondb.net/pokedex/thwackey,#0810-Grookey-https://pokemondb.net/pokedex/grookey,,,,,,,Grassy Surge,Overgrow,,,,
810,https://pokemondb.net/pokedex/grookey,Grookey,5.0 kg ,0.3 m ,Grass,,#0812-Rillaboom-https://pokemondb.net/pokedex/rillaboom,#0811-Thwackey-https://pokemondb.net/pokedex/thwackey,#0810-Grookey-https://pokemondb.net/pokedex/grookey,,,,,,,Grassy Surge,Overgrow,,,,
808,https://pokemondb.net/pokedex/meltan,Meltan,8.0 kg ,0.2 m ,Steel,,#0809-Melmetal-https://pokemondb.net/pokedex/melmetal,#0808-Meltan-https://pokemondb.net/pokedex/meltan,,,,,,,,Magnet Pull,,,,,
807,https://pokemondb.net/pokedex/zeraora,Zeraora,44.5 kg ,1.5 m ,Electric,,,,,,,,,,,Volt Absorb,,,,,
806,https://pokemondb.net/pokedex/blacephalon,Blacephalon,13.0 kg ,1.8 m ,Fire,Ghost,,,,,,,,,,Beast Boost,,,,,
804,https://pokemondb.net/pokedex/naganadel,Naganadel,150.0 kg ,3.6 m ,Poison,Dragon,#0804-Naganadel-https://pokemondb.net/pokedex/naganadel,#0803-Poipole-https://pokemondb.net/pokedex/poipole,,,,,,,,Beast Boost,,,,,
797,https://pokemondb.net/pokedex/celesteela,Celesteela,999.9 kg ,9.2 m ,Steel,Flying,,,,,,,,,,Beast Boost,,,,,
805,https://pokemondb.net/pokedex/stakataka,Stakataka,820.0 kg ,5.5 m ,Rock,Steel,,,,,,,,,,Beast Boost,,,,,
795,https://pokemondb.net/pokedex/pheromosa,Pheromosa,25.0 kg ,1.8 m ,Bug,Fighting,,,,,,,,,,Beast Boost,,,,,
796,https://pokemondb.net/pokedex/xurkitree,Xurkitree,100.0 kg ,3.8 m ,Electric,,,,,,,,,,,Beast Boost,,,,,
793,https://pokemondb.net/pokedex/nihilego,Nihilego,55.5 kg ,1.2 m ,Rock,Poison,,,,,,,,,,Beast Boost,,,,,
789,https://pokemondb.net/pokedex/cosmog,Cosmog,0.1 kg ,0.2 m ,Psychic,,#0792-Lunala-https://pokemondb.net/pokedex/lunala,#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo,#0790-Cosmoem-https://pokemondb.net/pokedex/cosmoem,#0789-Cosmog-https://pokemondb.net/pokedex/cosmog,,,,,,Unaware,,,,,
792,https://pokemondb.net/pokedex/lunala,Lunala,120.0 kg ,4.0 m ,Psychic,Ghost,#0792-Lunala-https://pokemondb.net/pokedex/lunala,#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo,#0790-Cosmoem-https://pokemondb.net/pokedex/cosmoem,#0789-Cosmog-https://pokemondb.net/pokedex/cosmog,,,,,,Shadow Shield,,,,,
788,https://pokemondb.net/pokedex/tapu-fini,Tapu Fini,21.2 kg ,1.3 m ,Water,Fairy,,,,,,,,,,Telepathy,Misty Surge,,,,
786,https://pokemondb.net/pokedex/tapu-lele,Tapu Lele,18.6 kg ,1.2 m ,Psychic,Fairy,,,,,,,,,,Telepathy,Psychic Surge,,,,
794,https://pokemondb.net/pokedex/buzzwole,Buzzwole,333.6 kg ,2.4 m ,Bug,Fighting,,,,,,,,,,Beast Boost,,,,,
787,https://pokemondb.net/pokedex/tapu-bulu,Tapu Bulu,45.5 kg ,1.9 m ,Grass,Fairy,,,,,,,,,,Telepathy,Grassy Surge,,,,
785,https://pokemondb.net/pokedex/tapu-koko,Tapu Koko,20.5 kg ,1.8 m ,Electric,Fairy,,,,,,,,,,Telepathy,Electric Surge,,,,
782,https://pokemondb.net/pokedex/jangmo-o,Jangmo-o,29.7 kg ,0.6 m ,Dragon,,#0784-Kommo-o-https://pokemondb.net/pokedex/kommo-o,#0783-Hakamo-o-https://pokemondb.net/pokedex/hakamo-o,#0782-Jangmo-o-https://pokemondb.net/pokedex/jangmo-o,,,,,,,Overcoat,Soundproof,Bulletproof,,,
780,https://pokemondb.net/pokedex/drampa,Drampa,185.0 kg ,3.0 m ,Normal,Dragon,,,,,,,,,,Cloud Nine,Sap Sipper,Berserk,,,
777,https://pokemondb.net/pokedex/togedemaru,Togedemaru,3.3 kg ,0.3 m ,Electric,Steel,,,,,,,,,,Sturdy,Lightning Rod,Iron Barbs,,,
778,https://pokemondb.net/pokedex/mimikyu,Mimikyu,0.7 kg ,0.2 m ,Ghost,Fairy,,,,,,,,,,Disguise,,,,,
784,https://pokemondb.net/pokedex/kommo-o,Kommo-o,78.2 kg ,1.6 m ,Dragon,Fighting,#0784-Kommo-o-https://pokemondb.net/pokedex/kommo-o,#0783-Hakamo-o-https://pokemondb.net/pokedex/hakamo-o,#0782-Jangmo-o-https://pokemondb.net/pokedex/jangmo-o,,,,,,,Overcoat,Soundproof,Bulletproof,,,
783,https://pokemondb.net/pokedex/hakamo-o,Hakamo-o,47.0 kg ,1.2 m ,Dragon,Fighting,#0784-Kommo-o-https://pokemondb.net/pokedex/kommo-o,#0783-Hakamo-o-https://pokemondb.net/pokedex/hakamo-o,#0782-Jangmo-o-https://pokemondb.net/pokedex/jangmo-o,,,,,,,Overcoat,Soundproof,Bulletproof,,,
781,https://pokemondb.net/pokedex/dhelmise,Dhelmise,210.0 kg ,3.9 m ,Ghost,Grass,,,,,,,,,,Steelworker,,,,,
779,https://pokemondb.net/pokedex/bruxish,Bruxish,19.0 kg ,0.9 m ,Water,Psychic,,,,,,,,,,Wonder Skin,Strong Jaw,Dazzling,,,
776,https://pokemondb.net/pokedex/turtonator,Turtonator,212.0 kg ,2.0 m ,Fire,Dragon,,,,,,,,,,Shell Armor,,,,,
772,https://pokemondb.net/pokedex/type-null,Type: Null,120.5 kg ,1.9 m ,Normal,,#0773-Silvally-https://pokemondb.net/pokedex/silvally,#0772-Type: Null-https://pokemondb.net/pokedex/type-null,,,,,,,,Battle Armor,,,,,
775,https://pokemondb.net/pokedex/komala,Komala,19.9 kg ,0.4 m ,Normal,,,,,,,,,,,Comatose,,,,,
771,https://pokemondb.net/pokedex/pyukumuku,Pyukumuku,1.2 kg ,0.3 m ,Water,,,,,,,,,,,Unaware,Innards Out,,,,
769,https://pokemondb.net/pokedex/sandygast,Sandygast,70.0 kg ,0.5 m ,Ghost,Ground,#0770-Palossand-https://pokemondb.net/pokedex/palossand,#0769-Sandygast-https://pokemondb.net/pokedex/sandygast,,,,,,,,Sand Veil,Water Compaction,,,,
773,https://pokemondb.net/pokedex/silvally,Silvally,100.5 kg ,2.3 m ,Normal,,#0773-Silvally-https://pokemondb.net/pokedex/silvally,#0772-Type: Null-https://pokemondb.net/pokedex/type-null,,,,,,,,RKS System,,,,,
774,https://pokemondb.net/pokedex/minior,Minior,40.0 kg ,0.3 m ,Rock,Flying,,,,,,,,,,Shields Down,,,,,
770,https://pokemondb.net/pokedex/palossand,Palossand,250.0 kg ,1.3 m ,Ghost,Ground,#0770-Palossand-https://pokemondb.net/pokedex/palossand,#0769-Sandygast-https://pokemondb.net/pokedex/sandygast,,,,,,,,Sand Veil,Water Compaction,,,,
767,https://pokemondb.net/pokedex/wimpod,Wimpod,12.0 kg ,0.5 m ,Bug,Water,#0768-Golisopod-https://pokemondb.net/pokedex/golisopod,#0767-Wimpod-https://pokemondb.net/pokedex/wimpod,,,,,,,,Wimp Out,,,,,
766,https://pokemondb.net/pokedex/passimian,Passimian,82.8 kg ,2.0 m ,Fighting,,,,,,,,,,,Defiant,Receiver,,,,
764,https://pokemondb.net/pokedex/comfey,Comfey,0.3 kg ,0.1 m ,Fairy,Poké Pelago,,,,,,,,,,Natural Cure,Triage,Flower Veil,,,
762,https://pokemondb.net/pokedex/steenee,Steenee,8.2 kg ,0.7 m ,Grass,,#0763-Tsareena-https://pokemondb.net/pokedex/tsareena,#0762-Steenee-https://pokemondb.net/pokedex/steenee,#0761-Bounsweet-https://pokemondb.net/pokedex/bounsweet,,,,,,,Sweet Veil,Oblivious,Leaf Guard,,,
761,https://pokemondb.net/pokedex/bounsweet,Bounsweet,3.2 kg ,0.3 m ,Grass,,#0763-Tsareena-https://pokemondb.net/pokedex/tsareena,#0762-Steenee-https://pokemondb.net/pokedex/steenee,#0761-Bounsweet-https://pokemondb.net/pokedex/bounsweet,,,,,,,Sweet Veil,Oblivious,Leaf Guard,,,
763,https://pokemondb.net/pokedex/tsareena,Tsareena,21.4 kg ,1.2 m ,Grass,,#0763-Tsareena-https://pokemondb.net/pokedex/tsareena,#0762-Steenee-https://pokemondb.net/pokedex/steenee,#0761-Bounsweet-https://pokemondb.net/pokedex/bounsweet,,,,,,,Sweet Veil,Queenly Majesty,Leaf Guard,,,
768,https://pokemondb.net/pokedex/golisopod,Golisopod,108.0 kg ,2.0 m ,Bug,Water,#0768-Golisopod-https://pokemondb.net/pokedex/golisopod,#0767-Wimpod-https://pokemondb.net/pokedex/wimpod,,,,,,,,Emergency Exit,,,,,
760,https://pokemondb.net/pokedex/bewear,Bewear,135.0 kg ,2.1 m ,Normal,Fighting,#0760-Bewear-https://pokemondb.net/pokedex/bewear,#0759-Stufful-https://pokemondb.net/pokedex/stufful,,,,,,,,Unnerve,Klutz,Fluffy,,,
759,https://pokemondb.net/pokedex/stufful,Stufful,6.8 kg ,0.5 m ,Normal,Fighting,#0760-Bewear-https://pokemondb.net/pokedex/bewear,#0759-Stufful-https://pokemondb.net/pokedex/stufful,,,,,,,,Cute Charm,Klutz,Fluffy,,,
758,https://pokemondb.net/pokedex/salazzle,Salazzle,22.2 kg ,1.2 m ,Poison,Fire,#0758-Salazzle-https://pokemondb.net/pokedex/salazzle,#0757-Salandit-https://pokemondb.net/pokedex/salandit,,,,,,,,Oblivious,Corrosion,,,,
757,https://pokemondb.net/pokedex/salandit,Salandit,4.8 kg ,0.6 m ,Poison,Fire,#0758-Salazzle-https://pokemondb.net/pokedex/salazzle,#0757-Salandit-https://pokemondb.net/pokedex/salandit,,,,,,,,Oblivious,Corrosion,,,,
749,https://pokemondb.net/pokedex/mudbray,Mudbray,110.0 kg ,1.0 m ,Ground,,#0750-Mudsdale-https://pokemondb.net/pokedex/mudsdale,#0749-Mudbray-https://pokemondb.net/pokedex/mudbray,,,,,,,,Inner Focus,Stamina,Own Tempo,,,
747,https://pokemondb.net/pokedex/mareanie,Mareanie,8.0 kg ,0.4 m ,Poison,Water,#0748-Toxapex-https://pokemondb.net/pokedex/toxapex,#0747-Mareanie-https://pokemondb.net/pokedex/mareanie,,,,,,,,Regenerator,Limber,Merciless,,,
748,https://pokemondb.net/pokedex/toxapex,Toxapex,14.5 kg ,0.7 m ,Poison,Water,#0748-Toxapex-https://pokemondb.net/pokedex/toxapex,#0747-Mareanie-https://pokemondb.net/pokedex/mareanie,,,,,,,,Regenerator,Limber,Merciless,,,
746,https://pokemondb.net/pokedex/wishiwashi,Wishiwashi,0.3 kg ,0.2 m ,Water,8,,,,,,,,,,Schooling,,,,,
745,https://pokemondb.net/pokedex/lycanroc,Lycanroc,25.0 kg ,0.8 m ,Rock,,#0745-Lycanroc-https://pokemondb.net/pokedex/lycanroc,#0744-Rockruff-https://pokemondb.net/pokedex/rockruff,,,,,,,,Tough Claws,No Guard,Vital Spirit,Keen Eye,Steadfast,Sand Rush
744,https://pokemondb.net/pokedex/rockruff,Rockruff,9.2 kg ,0.5 m ,Rock,Ten Carat Hill,#0745-Lycanroc-https://pokemondb.net/pokedex/lycanroc,#0744-Rockruff-https://pokemondb.net/pokedex/rockruff,,,,,,,,Own Tempo,Steadfast,Vital Spirit,Keen Eye,,
743,https://pokemondb.net/pokedex/ribombee,Ribombee,0.5 kg ,0.2 m ,Bug,Fairy,#0743-Ribombee-https://pokemondb.net/pokedex/ribombee,#0742-Cutiefly-https://pokemondb.net/pokedex/cutiefly,,,,,,,,Sweet Veil,Shield Dust,Honey Gather,,,
